lemma,Level,pos,is_stop,frequency
envelope,A2,NOUN,False,5
seal,B2,VERB,False,2
address,A2,VERB,False,5
mantelpiece,Advanced / Unknown,NOUN,False,4
hullo,Tolkien Lore (Names/Places),PROPN,False,4
glad,A2,ADJ,False,39
visible,B1,ADJ,False,7
reply,B1,VERB,False,12
final,A1,ADJ,False,13
surprising,A1,ADJ,False,3
wisely,Advanced / Unknown,ADV,False,2
explain,B2,VERB,False,12
sudden,B2,ADJ,False,43
vanishment,Advanced / Unknown,NOUN,False,1
spoil,A2,VERB,False,3
interfere,A1,VERB,False,1
busybody,Advanced / Unknown,NOUN,False,1
offend,B2,VERB,False,1
permanent,B2,ADJ,False,3
snort,Advanced / Unknown,VERB,False,7
thin,A2,ADJ,False,36
butter,A2,NOUN,False,6
scrap,Advanced / Unknown,VERB,False,4
bread,B1,NOUN,False,9
closely,A1,ADV,False,14
thoughtfully,Advanced / Unknown,ADV,False,10
somewhere,B1,ADV,True,8
rest,B2,VERB,False,89
pry,Advanced / Unknown,VERB,False,4
string,A2,NOUN,False,13
confound,Advanced / Unknown,VERB,False,2
ending,B2,NOUN,False,6
happily,B2,ADV,False,7
nobody,A1,PRON,True,8
oh,Advanced / Unknown,INTJ,False,13
ought,Advanced / Unknown,AUX,False,40
oddment,Advanced / Unknown,NOUN,False,1
er,Advanced / Unknown,INTJ,False,1
stammer,B2,VERB,False,6
impatiently,B2,ADV,False,4
hesitate,B1,VERB,False,11
softly,B2,ADV,False,28
gleam,A2,NOUN,False,39
behind,A2,ADV,True,202
suspicion,A1,NOUN,False,5
badger,Advanced / Unknown,VERB,False,4
bother,A1,VERB,False,3
professionally,Advanced / Unknown,ADV,False,1
unless,B1,SCONJ,True,42
mistaken,Advanced / Unknown,ADJ,False,3
flush,Advanced / Unknown,VERB,False,1
grave,B2,ADJ,False,12
flicker,C1,NOUN,False,9
alarmed,Advanced / Unknown,ADJ,False,5
stand_up,Advanced / Unknown,VERB,False,17
sternly,Advanced / Unknown,ADV,False,3
obstinately,Advanced / Unknown,ADV,False,2
owe,A2,VERB,False,2
give_up,Advanced / Unknown,VERB,False,9
stray,C1,VERB,False,12
hilt,Advanced / Unknown,NOUN,False,14
uncloak,Advanced / Unknown,VERB,False,1
menacing,C2,ADJ,False,5
breathing,Advanced / Unknown,NOUN,False,3
clutch,C1,VERB,False,14
tingle,Advanced / Unknown,VERB,False,1
bent,B2,ADJ,False,14
slowly,B1,ADV,False,87
relaxed,B2,ADJ,False,1
tremble,A2,VERB,False,17
’m,Advanced / Unknown,VERB,True,12
rob,B1,VERB,False,4
trust,B1,VERB,False,36
sorry,B2,ADJ,False,17
relief,A1,NOUN,False,9
lately,B2,ADV,False,9
pull_out,Advanced / Unknown,VERB,False,3
tense,A1,ADJ,False,1
undecided,Advanced / Unknown,ADJ,False,1
presently,Advanced / Unknown,ADV,False,6
sigh,A1,VERB,False,25
effort,A2,NOUN,False,12
shrug,B2,VERB,False,2
shoulder,B2,NOUN,False,55
ruefully,Advanced / Unknown,ADV,False,1
somehow,A2,ADV,True,20
document,B2,NOUN,False,2
deliver,A1,VERB,False,3
clock,B2,NOUN,False,1
jerk,Advanced / Unknown,VERB,False,3
packet,B1,NOUN,False,3
spasm,Advanced / Unknown,NOUN,False,1
anger,A2,NOUN,False,9
whistle,C1,VERB,False,15
sky,A2,NOUN,False,95
dot,A1,VERB,False,4
look_up,Advanced / Unknown,VERB,False,35
sniff,A2,VERB,False,13
sweep_off,Advanced / Unknown,VERB,False,2
ahead,B1,ADV,False,74
eager,A2,ADJ,False,9
join,B2,VERB,False,20
path,A2,NOUN,False,141
errand,Advanced / Unknown,NOUN,False,16
trot_down,Advanced / Unknown,VERB,False,1
slop,Advanced / Unknown,VERB,False,9
jump,B1,VERB,False,11
hedge,B2,NOUN,False,39
meadow,Advanced / Unknown,NOUN,False,6
rustle,C2,NOUN,False,14
wind,C1,NOUN,False,152
goodbye,Advanced / Unknown,INTJ,False,1
indoors,B1,ADV,False,4
serious,B2,ADJ,True,7
see_off,Advanced / Unknown,VERB,False,4
slip_off,Advanced / Unknown,VERB,False,3
glance,A1,VERB,False,25
fancy,A1,VERB,False,17
exclaim,B2,VERB,False,10
bed,B1,NOUN,False,52
painful,B2,ADJ,False,6
clear_up,Advanced / Unknown,VERB,False,1
midnight,B2,NOUN,False,5
carriage,A1,NOUN,False,1
unsatisfied,Advanced / Unknown,ADJ,False,1
gardener,A1,NOUN,False,3
wheel,B2,NOUN,False,8
barrow,Tolkien Lore (Names/Places),NOUN,False,35
inadvertently,Advanced / Unknown,ADV,False,1
spoon,B2,NOUN,False,10
bottle,A1,NOUN,False,10
plate,A2,NOUN,False,3
shrub,Advanced / Unknown,NOUN,False,2
crumb,C1,NOUN,False,3
glove,B1,NOUN,False,1
handkerchief,B1,NOUN,False,2
uneaten,Advanced / Unknown,ADJ,False,1
mid,Tolkien Lore (Names/Places),NOUN,False,9
fed,Tolkien Lore (Names/Places),PROPN,False,1
uninvited,Advanced / Unknown,ADJ,False,2
worried,C1,ADJ,False,6
caller,B1,NOUN,False,1
inquiry,A2,NOUN,False,2
simply,B2,ADV,False,7
pile,B1,VERB,False,16
assortment,Advanced / Unknown,NOUN,False,1
parcel,B2,NOUN,False,2
article,B1,NOUN,False,2
furniture,B1,NOUN,False,3
tie,B1,VERB,False,3
adelard,Tolkien Lore (Names/Places),PROPN,False,2
umbrella,B2,NOUN,False,2
carry_off,Advanced / Unknown,VERB,False,3
unlabelled,Advanced / Unknown,ADJ,False,2
dora,Tolkien Lore (Names/Places),PROPN,False,2
correspondence,B1,NOUN,False,1
basket,A1,NOUN,False,4
sister,B1,NOUN,False,1
female,B1,ADJ,False,1
ream,Advanced / Unknown,NOUN,False,1
milo,Tolkien Lore (Names/Places),PROPN,False,2
b.b,Tolkien Lore (Names/Places),PROPN,False,1
pen,B2,NOUN,False,2
angelica,Tolkien Lore (Names/Places),PROPN,False,1
convex,Advanced / Unknown,ADJ,False,1
mirror,A1,NOUN,False,26
shapely,Advanced / Unknown,ADJ,False,3
hugo,Tolkien Lore (Names/Places),PROPN,False,2
contributor,Advanced / Unknown,NOUN,False,1
borrower,Advanced / Unknown,NOUN,False,1
acquire,A2,VERB,False,2
former,A1,ADJ,True,6
assemble,B1,VERB,False,4
residence,B2,NOUN,False,2
cluttered,Advanced / Unknown,ADJ,False,2
tendency,B2,NOUN,False,1
responsible,B1,ADJ,False,2
us,A2,NOUN,False,14
circulate,C1,VERB,False,1
write_out,Advanced / Unknown,VERB,False,1
sack,A1,NOUN,False,2
spade,Advanced / Unknown,NOUN,False,2
woollen,Tolkien Lore (Names/Places),ADJ,False,3
ointment,B2,NOUN,False,1
creak,Advanced / Unknown,VERB,False,13
hospitality,B1,NOUN,False,1
winyards,Tolkien Lore (Names/Places),PROPN,False,2
mature,A1,ADJ,False,1
lay_down,Advanced / Unknown,VERB,False,2
forgave,Advanced / Unknown,ADV,False,1
vote,B1,VERB,False,7
capital,B2,NOUN,False,1
fellow,B1,NOUN,False,26
jewellery,B2,NOUN,False,1
bead,Advanced / Unknown,NOUN,False,3
trying,C1,ADJ,False,1
household,B1,NOUN,False,5
distribute,A1,VERB,False,1
wildfire,Advanced / Unknown,NOUN,False,1
keep_out,Advanced / Unknown,VERB,False,4
tear_off,Advanced / Unknown,VERB,False,1
mixed,Advanced / Unknown,ADJ,False,2
break_out,Advanced / Unknown,VERB,False,7
swap,C1,NOUN,False,1
unwanted,B2,ADJ,False,1
unwatched,Advanced / Unknown,ADJ,False,1
handcart,Advanced / Unknown,NOUN,False,1
commotion,Advanced / Unknown,NOUN,False,2
politely,B1,ADV,False,3
indisposed,Advanced / Unknown,ADJ,False,2
hiding,Advanced / Unknown,NOUN,False,4
temper,A1,NOUN,False,3
fidget,Advanced / Unknown,VERB,False,3
offensive,B2,ADJ,False,1
bargain,A1,NOUN,False,2
price,A1,NOUN,False,9
valuable,B2,ADJ,False,2
insist,B2,VERB,False,5
adoption,A2,NOUN,False,1
carefully,A2,ADV,False,9
unfortunately,B1,ADV,False,1
legal,B1,ADJ,False,1
signature,A2,NOUN,False,1
witness,C1,NOUN,False,1
foil,Advanced / Unknown,VERB,False,3
fiddlesticks,Tolkien Lore (Names/Places),PROPN,False,1
nose,B2,NOUN,False,12
slump_off,Advanced / Unknown,VERB,False,1
easily,B1,ADV,False,9
rid,A1,VERB,False,19
investigate,B1,VERB,False,1
nook,Advanced / Unknown,NOUN,False,1
tap,A1,VERB,False,13
escort,Advanced / Unknown,VERB,False,2
premise,C1,NOUN,False,1
relieve,B2,VERB,False,7
throe,Advanced / Unknown,NOUN,False,1
think_out,Advanced / Unknown,VERB,False,1
crush,B1,VERB,False,5
evict,Advanced / Unknown,VERB,False,1
knock,A2,VERB,False,14
tussle,Advanced / Unknown,NOUN,False,1
sancho,Tolkien Lore (Names/Places),PROPN,False,2
excavation,Advanced / Unknown,NOUN,False,1
pantry,Advanced / Unknown,NOUN,False,1
echo,C2,NOUN,False,26
curiosity,A2,NOUN,False,4
mysteriously,Advanced / Unknown,ADV,False,1
positively,B2,ADV,False,1
ill,B2,ADV,False,32
search,B2,NOUN,False,23
interrupt,A1,VERB,False,9
overcome,A2,VERB,False,10
push_out,Advanced / Unknown,VERB,False,1
collapse,A2,VERB,False,4
shop,A1,NOUN,False,1
batter,C1,VERB,False,1
ram,B1,NOUN,False,2
revive,B2,VERB,False,4
belated,Advanced / Unknown,ADJ,False,1
cup,B2,NOUN,False,11
soft,B2,ADJ,False,49
louder,Advanced / Unknown,ADV,False,6
minute,B2,NOUN,False,16
trap,B1,NOUN,False,8
curdle,Advanced / Unknown,VERB,False,2
milk,A1,NOUN,False,3
honestly,B2,ADV,False,1
careful,A1,ADJ,False,17
partly,B2,ADV,False,7
pester,Advanced / Unknown,VERB,False,1
interesting,B2,ADJ,False,2
invent,A1,VERB,False,2
unlike,B1,ADP,False,3
warning,B1,NOUN,False,15
beg,A2,VERB,False,25
rouse,Advanced / Unknown,VERB,False,9
forward,B1,ADV,False,87
openly,B1,ADV,False,12
unpopular,A1,ADJ,False,2
disturber,Advanced / Unknown,NOUN,False,1
accuse,B2,VERB,False,1
spirit_away,Advanced / Unknown,VERB,False,1
abominable,Advanced / Unknown,ADJ,False,4
get_back,Advanced / Unknown,VERB,False,1
tramp,A2,VERB,False,6
unlikely,B2,ADJ,False,5
walk_off,Advanced / Unknown,VERB,False,1
pace,A2,NOUN,False,15
close_in,Advanced / Unknown,VERB,False,4
figure,A2,NOUN,False,38
twilight,Tolkien Lore (Names/Places),NOUN,False,15
die_down,Advanced / Unknown,VERB,False,3
fireside,Advanced / Unknown,NOUN,False,5
bang,B1,NOUN,False,3
reappear,Advanced / Unknown,VERB,False,10
jewel,B1,NOUN,False,16
crack,B2,VERB,False,35
run_off,Advanced / Unknown,VERB,False,2
undoubtedly,B2,ADV,False,1
tragic,B2,ADJ,False,1
untimely,Advanced / Unknown,ADJ,False,2
blame,B2,NOUN,False,8
dratted,Advanced / Unknown,ADJ,False,1
settle_down,Advanced / Unknown,VERB,False,6
sense,A2,NOUN,False,17
appearance,A2,NOUN,False,4
growth,A2,NOUN,False,4
noticeable,A2,ADJ,False,1
mourning,Advanced / Unknown,NOUN,False,1
twelfth,Advanced / Unknown,ADJ,False,2
shocked,B1,ADJ,False,1
folco,Tolkien Lore (Names/Places),PROPN,False,3
fredegar,Tolkien Lore (Names/Places),PROPN,False,10
pippin,Tolkien Lore (Names/Places),PROPN,False,211
amazement,B1,NOUN,False,12
starlight,Tolkien Lore (Names/Places),NOUN,False,13
preservation,A2,NOUN,False,1
outwardly,B1,ADV,False,1
retain,B2,VERB,False,1
robust,C1,ADJ,False,1
energetic,B2,ADJ,False,1
approach,B2,VERB,False,14
sober,Advanced / Unknown,ADJ,False,1
future,A1,NOUN,False,4
steadily,B2,ADV,False,24
vision,A1,NOUN,False,16
dream,B1,NOUN,False,46
fiftieth,Advanced / Unknown,ADJ,False,4
significant,A1,ADJ,False,2
ominous,Advanced / Unknown,ADJ,False,11
befall,Advanced / Unknown,VERB,False,6
restless,Advanced / Unknown,ADJ,False,6
tread,A2,VERB,False,20
map,B1,NOUN,False,6
edge,B2,NOUN,False,61
space,B2,NOUN,False,18
afield,Advanced / Unknown,ADV,False,2
anxiously,A2,ADV,False,14
wayfarer,Advanced / Unknown,NOUN,False,1
news,B1,NOUN,False,73
unusual,A2,ADJ,False,2
refuge,B2,NOUN,False,5
whisper,C1,NOUN,False,42
disquieting,C1,ADJ,False,2
evil,A2,ADJ,False,91
drive_out,Advanced / Unknown,VERB,False,5
strength,B2,NOUN,False,54
stronghold,Advanced / Unknown,NOUN,False,2
rebuild,A2,VERB,False,1
abroad,B1,ADV,False,9
witted,Advanced / Unknown,ADJ,False,1
cunning,Advanced / Unknown,ADJ,False,11
armed,A1,ADJ,False,2
dreadful,B2,ADJ,False,13
murmur,B1,VERB,False,13
hint,A2,NOUN,False,13
terrible,A1,ADJ,False,20
ordinary,A2,ADJ,False,8
deaf,B2,ADJ,False,1
opposite,A1,ADP,False,3
ted,Tolkien Lore (Names/Places),PROPN,False,11
rustic,Advanced / Unknown,ADJ,False,3
daresay,Advanced / Unknown,VERB,False,7
ee,Tolkien Lore (Names/Places),PROPN,False,1
giant,B2,NOUN,False,5
moors,Tolkien Lore (Names/Places),PROPN,False,2
hal,Tolkien Lore (Names/Places),PROPN,False,3
overhill,Tolkien Lore (Names/Places),PROPN,False,1
northfarthing,Tolkien Lore (Names/Places),PROPN,False,2
ai,Tolkien Lore (Names/Places),VERB,False,8
elm,Advanced / Unknown,NOUN,False,5
yard,C1,NOUN,False,16
stride,B1,NOUN,False,12
inch,A2,NOUN,False,4
bet,A2,VERB,False,1
deny,B1,VERB,False,8
halfast,Tolkien Lore (Names/Places),PROPN,False,1
harbour,B2,NOUN,False,2
towers,Tolkien Lore (Names/Places),PROPN,False,3
vaguely,Advanced / Unknown,ADV,False,2
chant,Advanced / Unknown,VERB,False,4
sadly,B1,ADV,False,7
solemnly,Advanced / Unknown,ADV,False,4
warrant,Advanced / Unknown,VERB,False,2
fragment,B2,NOUN,False,4
leastways,Tolkien Lore (Names/Places),PROPN,False,1
moonshine,Tolkien Lore (Names/Places),PROPN,False,2
mug,A1,NOUN,False,7
noisily,B2,ADV,False,2
do_up,Advanced / Unknown,VERB,False,1
tomorrow,B1,NOUN,False,24
gardening,A1,NOUN,False,2
cool,B2,ADJ,False,29
fade,A1,VERB,False,62
absence,B1,NOUN,False,3
brief,B2,ADJ,False,18
fairly,A1,ADV,False,9
unexpectedly,B2,ADV,False,4
dusk,Tolkien Lore (Names/Places),NOUN,False,22
sunrise,B1,NOUN,False,6
doing,A1,NOUN,False,13
familiar,A1,ADJ,False,7
eh,Advanced / Unknown,INTJ,False,6
secretly,B2,ADV,False,7
careworn,Advanced / Unknown,ADJ,False,1
stay_up,Advanced / Unknown,VERB,False,1
breakfast,A2,NOUN,False,22
fresh,A1,ADJ,False,13
shimmer,C2,VERB,False,10
tip,A2,NOUN,False,8
eighty,B1,NUM,False,1
wisdom,C1,NOUN,False,20
tiding,Advanced / Unknown,NOUN,False,22
dare,B2,VERB,False,31
utterly,A1,ADV,False,2
mortal,B1,ADJ,False,18
eregion,Tolkien Lore (Names/Places),PROPN,False,5
potent,B2,ADJ,False,1
essay,B2,NOUN,False,1
grown,Advanced / Unknown,ADJ,False,2
trifle,C1,NOUN,False,4
weariness,Advanced / Unknown,NOUN,False,13
permanently,B1,ADV,False,2
begin_with,Advanced / Unknown,VERB,False,1
devour,Advanced / Unknown,VERB,False,4
terrifying,B1,ADJ,False,3
lawn,B1,NOUN,False,16
pass_on,Advanced / Unknown,VERB,False,6
danger,A2,NOUN,False,52
find_out,Advanced / Unknown,VERB,False,17
shrink,A1,VERB,False,10
expand,B2,VERB,False,1
warn,A1,VERB,False,18
proud,B2,ADJ,False,8
uneasy,B2,ADJ,False,8
control,A1,NOUN,False,3
test,B2,NOUN,False,7
muse,A1,VERB,False,1
alike,A1,ADV,False,4
comfort,A2,NOUN,False,16
clearly,A1,ADV,False,12
unwholesome,Advanced / Unknown,ADJ,False,2
keeper,B2,NOUN,False,7
unused,Advanced / Unknown,ADJ,False,3
resent,C1,VERB,False,1
pride,B1,NOUN,False,3
meddling,Advanced / Unknown,NOUN,False,2
province,A2,NOUN,False,1
debate,B2,VERB,False,11
sleep,B1,VERB,False,102
uneasily,B2,ADV,False,5
allay,Advanced / Unknown,VERB,False,1
deadly,B2,ADJ,False,28
obscure,C1,ADJ,False,2
resist,B2,VERB,False,8
wear_off,Advanced / Unknown,VERB,False,2
otherwise,B1,ADV,True,11
charming,A2,ADJ,False,2
helpless,B2,ADJ,False,3
stupid,B2,ADJ,False,6
shudder,Advanced / Unknown,VERB,False,12
hitherto,C2,ADV,False,3
thankful,A2,ADJ,False,3
safety,B2,NOUN,False,4
servant,A1,NOUN,False,22
miserable,B1,ADJ,False,8
malice,C2,NOUN,False,7
revenge,B2,NOUN,False,5
breech,Advanced / Unknown,NOUN,False,4
clasp,Advanced / Unknown,VERB,False,3
unfasten,Advanced / Unknown,VERB,False,2
hold_up,Advanced / Unknown,VERB,False,15
pure,B2,ADJ,False,2
solid,B2,ADJ,False,5
marking,Advanced / Unknown,NOUN,False,1
scratch,A1,NOUN,False,9
distress,Advanced / Unknown,NOUN,False,4
tong,Advanced / Unknown,NOUN,False,2
hold_back,Advanced / Unknown,VERB,False,2
command,B2,VERB,False,31
bristle,Advanced / Unknown,VERB,False,6
brow,Advanced / Unknown,NOUN,False,22
apparent,B2,ADJ,False,1
shutter,Advanced / Unknown,NOUN,False,4
curtain,A1,NOUN,False,13
clack,Advanced / Unknown,NOUN,False,1
shear,Advanced / Unknown,NOUN,False,5
faintly,Advanced / Unknown,ADV,False,10
gasp,B1,VERB,False,13
palm,B1,NOUN,False,2
stroke,A1,NOUN,False,13
flow,B1,VERB,False,50
script,B1,NOUN,False,6
piercingly,Advanced / Unknown,ADV,False,1
depth,B1,NOUN,False,8
fiery,Tolkien Lore (Names/Places),ADJ,False,7
quavering,Advanced / Unknown,ADJ,False,2
mode,Advanced / Unknown,NOUN,False,2
utter,B2,VERB,False,2
verse,A1,NOUN,False,8
doom,A1,VERB,False,55
throne,Advanced / Unknown,NOUN,False,6
shadows,Tolkien Lore (Names/Places),PROPN,False,3
weakening,Advanced / Unknown,NOUN,False,1
motionless,A2,ADJ,False,3
stretch_out,Advanced / Unknown,VERB,False,8
vast,B2,ADJ,False,13
loom_up,Advanced / Unknown,VERB,False,5
engulf,B1,VERB,False,2
fastness,Advanced / Unknown,NOUN,False,2
respite,C1,NOUN,False,2
decide,B2,VERB,False,36
ripe,B1,ADJ,False,5
ripen,Advanced / Unknown,VERB,False,1
beat_down,Advanced / Unknown,VERB,False,2
resistance,A2,NOUN,False,2
defence,B2,NOUN,False,7
sully,Advanced / Unknown,VERB,False,1
consume,B1,VERB,False,3
ensnare,Advanced / Unknown,VERB,False,2
dominion,Advanced / Unknown,NOUN,False,6
ringwraiths,Tolkien Lore (Names/Places),PROPN,False,9
wherever,C1,SCONJ,True,9
bare,A2,ADJ,False,22
greater,Advanced / Unknown,ADV,False,1
estranged,Advanced / Unknown,ADJ,False,2
sorrow,B2,NOUN,False,11
valour,Tolkien Lore (Names/Places),NOUN,False,4
gil,Tolkien Lore (Names/Places),PROPN,False,16
galad,Advanced / Unknown,NOUN,False,16
overthrow,B2,VERB,False,4
isildur,Tolkien Lore (Names/Places),PROPN,False,41
vanquish,Advanced / Unknown,VERB,False,1
spirit,B1,NOUN,False,11
gladden,Tolkien Lore (Names/Places),PROPN,False,8
fields,Tolkien Lore (Names/Places),PROPN,False,7
waylay,Advanced / Unknown,VERB,False,3
amid,C1,ADP,False,20
clever,A2,ADV,False,4
handed,Advanced / Unknown,ADJ,False,1
footed,Advanced / Unknown,ADJ,False,6
akin,Advanced / Unknown,ADJ,False,1
reed,B2,NOUN,False,18
repute,C1,NOUN,False,1
stern,B1,ADJ,False,4
inquisitive,Advanced / Unknown,ADJ,False,7
minded,Advanced / Unknown,ADJ,False,1
smeagol,Tolkien Lore (Names/Places),PROPN,False,10
dive,A2,VERB,False,6
downward,A2,ADJ,False,2
deagol,Tolkien Lore (Names/Places),PROPN,False,11
go_down,Advanced / Unknown,VERB,False,14
iris,Advanced / Unknown,NOUN,False,1
get_out,Advanced / Unknown,VERB,False,10
hook,B2,NOUN,False,1
drag_out,Advanced / Unknown,VERB,False,1
grab,B1,VERB,False,3
splutter,Advanced / Unknown,VERB,False,3
handful,Advanced / Unknown,NOUN,False,2
mud,A1,NOUN,False,5
behold,Tolkien Lore (Names/Places),ADJ,False,18
wash,A2,VERB,False,12
gloat,Advanced / Unknown,VERB,False,1
afford,A1,VERB,False,4
throat,B2,NOUN,False,10
cunningly,Advanced / Unknown,ADV,False,2
pleased,A2,ADJ,False,8
conceal,B1,VERB,False,7
crooked,Advanced / Unknown,ADJ,False,4
malicious,C2,ADJ,False,1
eared,Advanced / Unknown,ADJ,False,1
hurtful,Advanced / Unknown,ADJ,False,1
stature,Advanced / Unknown,NOUN,False,2
shun,Advanced / Unknown,VERB,False,2
kick,A2,VERB,False,7
bite,B2,VERB,False,16
thieving,Advanced / Unknown,NOUN,False,1
mutter,A2,VERB,False,29
gurgle,Advanced / Unknown,VERB,False,6
expel,Advanced / Unknown,VERB,False,1
loneliness,A1,NOUN,False,5
weep,A1,VERB,False,9
hardness,Advanced / Unknown,NOUN,False,1
journey_up,Advanced / Unknown,VERB,False,1
flow_down,Advanced / Unknown,VERB,False,6
bend,B2,VERB,False,30
burning,B1,NOUN,False,3
dazzling,Advanced / Unknown,ADJ,False,3
wet,B1,ADJ,False,14
fist,Advanced / Unknown,NOUN,False,2
lower,B2,VERB,False,8
shady,Advanced / Unknown,ADJ,False,2
bury,B2,VERB,False,11
cave,B1,NOUN,False,5
worm,C1,VERB,False,1
maggot,C2,NOUN,False,35
maker,B1,NOUN,False,7
sad,B2,ADJ,False,15
heat,A1,NOUN,False,7
remarkably,B1,ADV,False,2
cheat,B2,VERB,False,7
wickedness,Advanced / Unknown,NOUN,False,1
victim,A1,NOUN,False,1
hurt,A2,VERB,False,14
-as,Advanced / Unknown,ADP,False,1
chink,Advanced / Unknown,NOUN,False,3
conquer,B1,VERB,False,3
alas,Advanced / Unknown,INTJ,False,23
eat_up,Advanced / Unknown,VERB,False,1
torment,C1,NOUN,False,9
unbearable,B1,ADJ,False,2
worth,C1,ADJ,False,8
furtive,Advanced / Unknown,ADJ,False,2
resentful,Advanced / Unknown,ADJ,False,1
remembering,Advanced / Unknown,NOUN,False,1
altogether,B1,ADV,False,18
surely,B2,ADV,False,13
treacherously,C2,ADV,False,2
hand_on,Advanced / Unknown,VERB,False,1
someone,B2,PRON,True,13
grip,B1,VERB,False,9
cast,B2,VERB,False,19
aside,B2,ADV,False,40
suit,A1,VERB,False,4
betray,B1,VERB,False,7
awake,A1,ADJ,False,22
imaginable,Advanced / Unknown,ADJ,False,1
encouraging,B2,ADJ,False,4
glint,A1,VERB,False,22
apart,B2,ADV,False,10
sharply,B2,ADV,False,10
proof,B2,NOUN,False,5
gap,B2,NOUN,False,20
liar,A2,NOUN,False,1
sift,Advanced / Unknown,VERB,False,1
matriarch,Advanced / Unknown,NOUN,False,1
grain,B2,NOUN,False,1
gnaw,C2,VERB,False,7
bone,B2,NOUN,False,20
previously,B1,ADV,False,1
desperately,B2,ADV,False,2
harsh,Advanced / Unknown,ADJ,False,9
wring,Advanced / Unknown,VERB,False,2
snivelling,Advanced / Unknown,NOUN,False,1
snarling,Advanced / Unknown,ADJ,False,2
misunderstand,B2,VERB,False,2
foolishly,B2,ADV,False,2
come_out,Advanced / Unknown,VERB,False,31
longing,Advanced / Unknown,NOUN,False,3
timid,C1,ADJ,False,5
mortally,Advanced / Unknown,ADV,False,2
moon,B2,PROPN,False,66
frightened,A2,ADJ,False,4
unwary,Advanced / Unknown,ADJ,False,1
squeeze,B2,VERB,False,3
sample,B1,NOUN,False,1
weary,B2,ADJ,False,34
snarl,Advanced / Unknown,NOUN,False,3
padding,Advanced / Unknown,NOUN,False,1
street,B1,NOUN,False,3
track,A2,VERB,False,20
woodmen,Tolkien Lore (Names/Places),PROPN,False,1
terror,A1,NOUN,False,23
ghost,A2,NOUN,False,2
nest,Advanced / Unknown,NOUN,False,3
creep,Advanced / Unknown,VERB,False,33
cradle,Advanced / Unknown,NOUN,False,1
wander_off,Advanced / Unknown,VERB,False,3
